location_id,weather_id,time_id,vehicle_count,avg_speed,accident,congestion,traffic_level
2,3,5,26,73.36,0,0,Low
3,1,22,19,72.48,0,0,Low
3,2,7,52,39.12,0,0,Medium
2,1,23,25,77.16,0,0,Low
3,3,3,44,77.04,0,0,Medium
2,2,18,22,72.89,0,0,Low
4,2,17,14,70.41,0,0,Low
1,3,9,60,15.75,0,1,Medium
4,1,24,62,29.17,0,0,Medium
4,2,20,83,11.53,0,1,High
3,2,10,55,76.56,0,0,Medium
2,2,13,24,38.84,0,0,Low
3,1,22,58,59.09,0,0,Medium
4,1,21,101,14.04,0,1,High
4,3,10,53,55.21,0,0,Medium
2,1,14,76,19.44,0,1,Medium
2,1,14,99,25.26,0,1,High
3,1,6,113,32.67,0,1,High
2,3,14,110,39.55,0,1,High
2,3,12,93,10.16,0,1,High
1,1,9,67,15.94,0,1,Medium
2,1,23,37,63.33,0,0,Low
4,1,9,106,28.76,0,1,High
4,1,20,60,34.9,0,0,Medium
1,2,16,48,42.77,0,0,Medium
3,2,13,43,52.84,0,0,Medium
2,3,1,26,64.77,0,0,Low
3,1,23,49,54.74,0,0,Medium
2,1,11,39,77.56,0,0,Low
3,1,3,35,57.66,0,0,Low
2,2,7,11,67.41,0,0,Low
1,1,21,99,21.35,0,1,High
1,2,12,97,19.79,0,1,High
2,1,22,37,57.59,0,0,Low
1,2,8,119,16.51,0,1,High
3,1,9,92,13.78,0,1,High
2,1,23,60,30.13,0,0,Medium
1,2,19,16,45.15,0,0,Low
4,2,1,46,77.23,0,0,Medium
2,1,1,18,54.81,0,0,Low
2,1,6,96,39.06,0,1,High
1,1,23,12,57.87,0,0,Low
4,2,25,94,39.9,0,1,High
1,1,14,83,39.32,0,1,High
1,2,9,113,16.76,0,1,High
2,3,17,19,76.72,0,0,Low
2,3,20,83,17.67,0,1,High
3,1,20,62,18.4,0,1,Medium
1,2,12,75,15.55,0,1,Medium
2,2,5,30,63.3,0,0,Low
3,1,10,17,55.36,0,0,Low
2,1,21,115,12.11,0,1,High
3,1,18,47,49.6,0,0,Medium
1,1,15,33,60.18,0,0,Low
1,3,15,22,56.53,0,0,Low
3,1,8,60,18.42,0,1,Medium
3,3,4,47,79.42,0,0,Medium
3,2,13,57,54.08,0,0,Medium
4,2,23,39,48.63,0,0,Low
3,3,21,71,38.21,0,0,Medium
4,1,16,54,60.48,0,0,Medium
1,1,22,60,48.19,1,1,Medium
2,2,21,114,16.36,0,1,High
3,1,10,51,76.76,0,0,Medium
1,2,10,29,42.3,0,0,Low
1,1,11,31,63.14,0,0,Low
1,2,7,49,31.39,0,0,Medium
2,1,10,35,49.22,0,0,Low
3,1,8,72,22.17,0,0,Medium
4,1,11,47,75.5,0,0,Medium
3,1,16,59,78.91,0,0,Medium
2,1,15,20,43.81,0,0,Low
2,3,3,57,70.6,0,0,Medium
4,3,15,60,32.22,0,0,Medium
3,2,12,117,28.75,0,1,High
1,1,14,108,16.97,0,1,High
1,1,21,70,27.52,1,1,Medium
3,1,18,51,63.72,0,0,Medium
3,3,23,10,36.52,0,0,Low
1,2,14,110,35.8,0,1,High
3,2,7,31,69.66,0,0,Low
2,3,24,89,15.22,0,1,High
1,1,21,95,29.94,0,1,High
2,3,13,55,64.31,0,0,Medium
4,1,7,38,46.68,0,0,Low
1,3,21,95,11.63,0,1,High
1,2,15,39,32.81,0,0,Low
4,1,20,112,28.42,0,1,High
4,1,22,25,32.88,0,0,Low
3,1,12,84,18.68,0,1,High
4,2,11,15,60.39,0,0,Low
3,1,4,28,60.53,0,0,Low
4,3,16,58,77.26,0,0,Medium
1,1,18,20,34.5,0,0,Low
2,2,1,56,37.66,0,0,Medium
3,2,13,21,70.79,0,0,Low
2,3,11,29,77.04,0,0,Low
4,1,8,97,28.48,0,1,High
2,1,12,90,25.92,0,1,High
3,1,24,74,17.47,0,1,Medium
4,2,8,92,20.28,1,1,High
4,2,21,95,23.89,0,1,High
2,3,10,28,45.67,0,0,Low
2,3,5,55,55.33,0,0,Medium
4,2,25,106,13.0,0,1,High
2,3,22,25,79.37,0,0,Low
1,2,1,15,50.87,0,0,Low
3,3,24,114,16.39,0,1,High
4,3,14,116,24.43,0,1,High
4,1,4,26,68.34,0,0,Low
3,1,4,45,55.63,0,0,Medium
1,1,7,55,41.0,0,0,Medium
2,3,1,11,32.74,0,0,Low
4,3,2,58,78.25,0,0,Medium
1,2,19,12,40.38,0,0,Low
2,3,23,12,74.03,0,0,Low
1,3,14,82,17.75,0,1,High
3,3,15,47,76.71,0,0,Medium
2,2,8,72,26.74,0,0,Medium
1,3,6,117,28.93,0,1,High
1,2,7,49,61.8,0,0,Medium
3,3,2,32,73.93,0,0,Low
3,3,11,59,43.2,0,0,Medium
3,1,22,41,43.36,0,0,Medium
2,1,14,88,29.14,0,1,High
4,2,11,26,51.54,0,0,Low
1,1,23,42,43.78,0,0,Medium
3,3,18,49,44.56,0,0,Medium
2,3,9,70,21.92,0,0,Medium
3,2,11,28,46.15,0,0,Low
2,3,22,36,69.76,0,0,Low
3,1,14,71,25.25,0,0,Medium
3,1,10,58,44.97,0,0,Medium
2,2,7,56,71.94,0,0,Medium
2,2,6,82,18.33,0,1,High
4,2,21,73,15.11,0,1,Medium
3,1,5,50,42.92,0,0,Medium
1,1,3,30,76.31,0,0,Low
1,1,16,41,48.14,0,0,Medium
2,1,5,33,33.2,0,0,Low
2,2,23,44,78.59,0,0,Medium
1,3,14,92,20.56,0,1,High
3,1,22,56,61.34,0,0,Medium
1,3,17,51,50.14,0,0,Medium
2,1,11,34,68.01,0,0,Low
2,3,3,32,42.67,0,0,Low
2,3,3,43,58.32,0,0,Medium
4,3,22,52,76.97,0,0,Medium
2,1,7,31,42.8,0,0,Low
3,1,1,19,34.7,0,0,Low
2,1,4,13,55.45,0,0,Low
2,3,21,62,32.29,0,0,Medium
4,1,23,56,59.64,0,0,Medium
1,3,18,51,47.94,0,0,Medium
1,1,17,28,38.77,0,0,Low
2,2,10,22,60.36,0,0,Low
1,2,15,47,34.57,0,0,Medium
4,3,22,35,58.84,0,0,Low
3,3,5,41,41.17,0,0,Medium
4,3,16,36,74.16,0,0,Low
2,1,6,91,27.55,0,1,High
3,2,24,78,28.15,0,0,Medium
4,1,16,14,67.87,0,0,Low
2,1,8,116,29.65,0,1,High
2,2,21,61,14.76,0,1,Medium
1,3,25,73,33.63,0,0,Medium
1,2,25,119,18.15,0,1,High
3,3,7,41,73.71,0,0,Medium
2,2,1,47,39.16,0,0,Medium
1,1,17,22,56.55,0,0,Low
3,1,11,54,61.05,0,0,Medium
1,1,4,14,51.99,0,0,Low
3,1,6,98,31.17,0,1,High
1,3,9,104,11.47,0,1,High
3,1,25,117,14.53,0,1,High
1,2,20,78,23.94,0,0,Medium
4,2,19,47,67.55,0,0,Medium
3,3,10,36,67.63,0,0,Low
4,1,19,30,73.98,0,0,Low
4,3,18,33,75.58,0,0,Low
4,2,3,51,42.96,0,0,Medium
4,2,2,46,76.67,0,0,Medium
4,3,14,63,36.29,0,0,Medium
3,1,3,26,62.33,0,0,Low
4,2,3,21,37.49,0,0,Low
3,1,10,42,30.42,0,0,Medium
2,1,21,115,24.83,0,1,High
3,1,15,39,40.32,0,0,Low
2,1,13,15,39.01,1,1,Low
4,2,3,12,55.07,0,0,Low
1,1,23,40,54.93,0,0,Low
1,3,21,69,25.42,0,0,Medium
4,1,19,46,56.12,0,0,Medium
1,2,10,22,55.98,0,0,Low
2,2,20,97,33.49,0,1,High
4,2,25,67,13.63,0,1,Medium
3,1,5,10,47.73,0,0,Low
4,2,14,109,16.33,0,1,High
2,2,14,113,32.07,1,1,High
2,1,9,69,17.23,0,1,Medium
4,1,12,100,18.84,0,1,High
3,2,6,94,17.91,0,1,High
4,1,16,29,61.53,0,0,Low
1,2,7,28,66.74,0,0,Low
2,2,8,61,17.42,0,1,Medium
3,1,21,88,33.33,1,1,High
1,1,19,50,49.37,0,0,Medium
3,2,9,82,32.9,0,1,High
4,2,13,16,72.44,0,0,Low
2,1,18,56,48.05,0,0,Medium
1,1,11,60,67.67,0,0,Medium
2,2,3,58,36.11,0,0,Medium
3,1,5,17,42.5,0,0,Low
2,3,3,26,35.73,0,0,Low
1,2,3,46,68.66,1,1,Medium
3,1,1,19,42.92,1,1,Low
1,2,22,44,51.29,0,0,Medium
4,2,15,54,45.42,0,0,Medium
1,3,4,22,53.07,0,0,Low
2,1,2,34,30.83,0,0,Low
4,2,9,119,21.44,0,1,High
2,3,17,20,56.76,0,0,Low
3,1,11,29,63.01,0,0,Low
3,2,9,74,33.69,0,0,Medium
2,1,1,48,43.39,0,0,Medium
1,1,18,42,60.22,0,0,Medium
2,2,5,18,77.41,0,0,Low
4,2,8,61,12.33,0,1,Medium
2,1,23,16,54.55,0,0,Low
2,2,17,49,72.08,0,0,Medium
1,3,19,44,54.79,0,0,Medium
2,1,11,11,32.7,0,0,Low
3,2,1,10,65.51,0,0,Low
3,1,23,10,60.57,0,0,Low
2,3,8,109,27.96,0,1,High
1,1,3,46,73.7,0,0,Medium
1,1,18,35,56.07,0,0,Low
4,1,3,60,64.86,0,0,Medium
2,2,10,55,34.48,0,0,Medium
3,2,7,20,38.1,0,0,Low
4,2,1,24,53.04,0,0,Low
3,1,24,78,13.3,0,1,Medium
1,3,4,43,42.6,0,0,Medium
4,2,1,11,57.06,0,0,Low
3,3,20,111,21.3,0,1,High
3,1,12,67,39.25,0,0,Medium
4,3,25,110,25.92,0,1,High
2,2,25,72,20.82,0,0,Medium
1,1,19,48,50.39,0,0,Medium
3,3,5,24,33.83,0,0,Low
2,1,24,90,35.65,0,1,High
4,1,12,106,26.83,0,1,High
3,3,21,111,19.69,0,1,High
1,2,21,114,39.35,0,1,High
2,1,4,21,60.78,0,0,Low
3,2,5,36,72.21,0,0,Low
2,3,7,58,35.07,0,0,Medium
1,3,20,103,17.16,0,1,High
3,2,24,70,27.21,0,0,Medium
4,3,17,14,48.99,0,0,Low
2,1,11,44,41.18,0,0,Medium
4,2,13,15,71.9,0,0,Low
4,2,17,47,61.67,0,0,Medium
3,3,7,50,39.0,0,0,Medium
2,2,3,39,77.73,1,1,Low
3,2,25,112,15.91,0,1,High
2,1,10,55,57.01,1,1,Medium
2,2,24,114,36.15,0,1,High
4,3,4,25,48.16,0,0,Low
2,2,19,55,60.97,0,0,Medium
3,2,3,33,38.72,0,0,Low
2,1,1,46,45.08,0,0,Medium
2,2,19,15,59.59,1,1,Low
1,2,22,60,34.11,0,0,Medium
4,3,20,85,31.78,0,1,High
2,3,5,42,56.14,0,0,Medium
4,3,17,17,64.04,0,0,Low
4,1,2,25,36.82,0,0,Low
3,1,16,25,47.2,0,0,Low
2,3,8,112,38.06,0,1,High
2,1,19,54,34.53,0,0,Medium
2,1,19,44,56.5,0,0,Medium
4,2,5,28,77.38,0,0,Low
3,3,15,27,66.09,0,0,Low
1,2,5,31,76.43,0,0,Low
3,2,15,37,60.34,0,0,Low
2,1,22,12,79.34,0,0,Low
3,1,18,55,58.41,0,0,Medium
2,1,24,102,21.64,0,1,High
3,2,7,33,32.77,0,0,Low
2,2,15,57,43.38,0,0,Medium
3,2,6,72,10.94,0,1,Medium
2,2,3,53,35.65,0,0,Medium
4,1,11,40,64.1,0,0,Low
1,3,9,99,26.6,0,1,High
2,1,11,27,41.33,0,0,Low
1,2,11,16,72.72,0,0,Low
1,2,3,45,75.74,0,0,Medium
2,1,10,19,44.87,0,0,Low
3,2,14,115,14.81,0,1,High
3,1,22,38,62.5,0,0,Low
2,3,13,22,47.99,0,0,Low
2,3,13,59,31.93,0,0,Medium
4,1,19,14,49.66,0,0,Low
2,2,7,30,35.14,0,0,Low
3,2,3,52,61.79,0,0,Medium
3,3,14,117,23.49,0,1,High
4,2,20,75,10.73,0,1,Medium
2,3,23,47,62.33,0,0,Medium
1,1,3,58,48.01,0,0,Medium
1,2,11,49,50.27,0,0,Medium
3,2,18,17,69.9,0,0,Low
1,3,7,30,30.23,0,0,Low
2,1,17,42,75.49,0,0,Medium
3,2,11,23,30.61,0,0,Low
2,1,22,22,77.03,0,0,Low
4,3,12,76,24.85,0,0,Medium
4,3,13,40,69.84,0,0,Low
3,2,6,117,19.58,1,1,High
2,3,3,29,43.03,0,0,Low
1,3,17,12,44.51,0,0,Low
4,2,23,30,66.73,0,0,Low
4,1,24,68,36.59,0,0,Medium
2,3,4,27,31.31,0,0,Low
3,1,6,72,19.87,0,1,Medium
4,3,9,66,17.06,0,1,Medium
3,3,10,46,46.24,0,0,Medium
1,3,2,42,52.71,1,1,Medium
3,2,6,105,21.69,0,1,High
2,1,13,49,39.97,0,0,Medium
4,1,3,56,40.72,0,0,Medium
3,3,13,18,71.54,0,0,Low
1,1,20,105,11.34,0,1,High
2,2,12,74,33.55,0,0,Medium
2,2,2,33,64.59,0,0,Low
2,3,16,22,66.45,0,0,Low
4,2,17,46,76.98,0,0,Medium
4,3,8,120,15.45,0,1,High
2,2,17,27,53.91,0,0,Low
1,3,9,80,17.49,0,1,Medium
4,1,10,15,65.49,0,0,Low
1,3,17,29,73.33,0,0,Low
3,1,24,75,28.86,1,1,Medium
3,2,14,118,29.41,0,1,High
2,3,23,49,66.91,0,0,Medium
1,3,5,26,47.99,0,0,Low
4,1,19,50,71.41,0,0,Medium
1,1,17,36,72.05,0,0,Low
4,1,1,21,43.1,0,0,Low
4,2,22,60,47.07,0,0,Medium
2,2,23,41,77.1,0,0,Medium
1,2,13,45,33.56,0,0,Medium
1,3,8,99,35.93,0,1,High
4,3,8,81,20.55,0,1,High
1,3,10,55,52.4,0,0,Medium
4,3,3,17,53.47,1,1,Low
2,2,4,39,60.75,0,0,Low
1,3,7,18,62.23,0,0,Low
2,2,22,28,55.51,0,0,Low
4,1,18,34,51.29,0,0,Low
4,2,15,44,51.47,1,1,Medium
2,2,18,16,40.68,0,0,Low
1,2,13,55,34.82,0,0,Medium
3,1,24,97,16.34,0,1,High
3,3,5,43,58.94,0,0,Medium
4,2,1,30,67.55,0,0,Low
3,3,6,61,17.94,0,1,Medium
3,3,1,45,48.37,0,0,Medium
1,3,1,42,61.0,0,0,Medium
3,2,21,79,39.97,0,0,Medium
1,2,11,33,68.65,0,0,Low
1,1,14,68,15.98,0,1,Medium
3,1,14,120,14.03,0,1,High
2,2,19,55,52.01,1,1,Medium
1,1,22,41,71.3,0,0,Medium
4,3,20,101,16.4,0,1,High
1,3,16,27,74.16,0,0,Low
3,3,18,48,38.67,0,0,Medium
2,3,7,10,38.13,0,0,Low
2,2,22,50,44.9,0,0,Medium
2,2,10,36,35.62,0,0,Low
3,2,13,42,65.42,1,1,Medium
2,2,24,118,39.97,0,1,High
2,2,8,102,16.78,0,1,High
3,2,7,59,48.94,0,0,Medium
1,3,15,29,58.29,0,0,Low
3,1,22,28,56.57,0,0,Low
3,3,13,25,47.16,0,0,Low
1,3,19,24,77.8,0,0,Low
2,3,16,36,64.61,0,0,Low
3,2,1,38,41.58,0,0,Low
4,2,18,21,50.17,0,0,Low
4,2,7,50,60.97,0,0,Medium
3,1,11,51,51.17,0,0,Medium
1,1,24,64,10.67,1,1,Medium
2,3,13,36,36.44,1,1,Low
4,2,7,57,63.7,0,0,Medium
1,1,13,44,62.94,0,0,Medium
3,3,7,20,65.68,0,0,Low
3,2,17,15,39.42,0,0,Low
3,2,23,20,72.32,0,0,Low
4,2,13,36,31.26,0,0,Low
3,1,7,23,71.74,0,0,Low
3,1,11,45,50.13,0,0,Medium
2,3,21,95,16.97,0,1,High
4,2,4,14,37.04,0,0,Low
2,3,11,27,30.74,0,0,Low
4,1,15,29,42.38,0,0,Low
4,2,21,117,19.69,0,1,High
3,2,22,29,57.49,0,0,Low
3,3,16,42,50.75,0,0,Medium
1,1,21,99,17.41,0,1,High
3,1,13,29,32.27,0,0,Low
1,2,6,113,33.92,1,1,High
3,2,18,32,57.12,0,0,Low
3,2,17,12,78.7,0,0,Low
4,3,25,103,36.78,0,1,High
4,1,24,103,37.11,0,1,High
3,3,3,18,43.0,0,0,Low
3,3,19,49,50.64,0,0,Medium
3,1,20,72,24.35,0,0,Medium
4,3,24,78,10.42,0,1,Medium
4,1,17,10,31.59,0,0,Low
1,2,14,93,39.18,0,1,High
1,2,14,85,24.71,1,1,High
4,2,4,12,52.9,0,0,Low
1,1,24,117,34.13,0,1,High
1,1,4,26,47.52,0,0,Low
3,1,3,53,38.41,0,0,Medium
4,1,16,17,61.99,0,0,Low
3,2,1,26,56.35,0,0,Low
1,2,1,53,43.99,0,0,Medium
1,2,15,32,60.78,0,0,Low
2,2,18,51,59.44,0,0,Medium
3,2,12,62,24.51,0,0,Medium
2,1,23,44,41.75,0,0,Medium
2,3,4,37,48.0,0,0,Low
2,3,5,56,69.41,1,1,Medium
2,2,4,12,58.08,0,0,Low
3,3,15,24,32.5,0,0,Low
2,2,1,15,34.31,0,0,Low
4,3,1,37,65.37,0,0,Low
3,1,8,68,30.51,1,1,Medium
2,1,8,109,16.49,0,1,High
2,3,9,105,29.86,0,1,High
3,2,23,51,54.28,0,0,Medium
3,1,10,42,66.86,0,0,Medium
3,2,18,51,65.0,1,1,Medium
1,1,3,52,61.51,0,0,Medium
3,2,20,120,35.18,0,1,High
4,3,16,25,79.54,0,0,Low
3,2,6,61,13.47,0,1,Medium
1,2,17,46,54.01,0,0,Medium
4,2,20,89,35.92,0,1,High
2,3,16,12,37.78,0,0,Low
2,1,23,39,38.72,0,0,Low
4,1,20,97,12.39,0,1,High
2,3,10,52,30.08,0,0,Medium
4,3,5,38,54.37,0,0,Low
1,2,4,55,33.46,0,0,Medium
4,1,11,51,55.25,0,0,Medium
3,1,15,42,76.46,0,0,Medium
4,2,5,31,39.81,0,0,Low
3,3,13,51,39.24,0,0,Medium
2,3,19,49,65.04,0,0,Medium
4,3,3,54,57.92,1,1,Medium
2,3,7,54,71.34,0,0,Medium
1,3,14,81,23.51,0,1,High
1,1,21,97,28.89,0,1,High
3,1,23,36,78.86,0,0,Low
4,3,5,50,31.37,0,0,Medium
4,3,20,67,13.14,0,1,Medium
1,1,9,106,34.38,0,1,High
1,1,12,74,30.86,1,1,Medium
1,3,4,33,60.81,0,0,Low
3,3,25,69,28.18,0,0,Medium
4,2,22,53,49.45,0,0,Medium
4,3,10,31,33.39,0,0,Low
1,1,5,37,75.3,0,0,Low
3,3,12,62,19.46,0,1,Medium
4,3,4,41,71.73,0,0,Medium
4,2,14,98,19.6,0,1,High
1,3,18,28,39.39,0,0,Low
3,1,6,83,31.75,0,1,High
3,2,4,37,41.9,0,0,Low
2,1,10,16,30.59,0,0,Low
4,1,11,27,46.23,0,0,Low
3,3,23,33,71.99,0,0,Low
2,2,20,65,20.35,0,0,Medium
4,3,6,76,35.56,0,0,Medium
3,2,23,17,69.15,0,0,Low
2,1,9,77,28.95,0,0,Medium
4,1,18,60,62.37,0,0,Medium
4,2,20,65,30.21,0,0,Medium
2,2,20,73,27.44,0,0,Medium
3,1,2,16,60.16,0,0,Low
1,1,11,52,40.73,0,0,Medium
2,1,7,29,38.47,0,0,Low
1,3,15,23,71.9,1,1,Low
4,2,14,106,16.07,1,1,High
4,3,22,56,57.2,0,0,Medium
4,3,14,74,19.3,0,1,Medium
3,1,14,72,35.35,0,0,Medium
1,2,20,60,23.92,0,0,Medium
4,2,22,36,40.82,0,0,Low
1,3,7,55,54.36,0,0,Medium
2,3,7,13,76.86,0,0,Low
3,2,15,10,63.22,0,0,Low
3,3,4,44,56.76,0,0,Medium
1,1,3,17,53.09,0,0,Low
1,2,10,46,66.81,0,0,Medium
4,2,17,17,51.77,0,0,Low
1,3,15,46,51.21,0,0,Medium
3,3,7,52,78.23,0,0,Medium
1,1,11,50,38.76,0,0,Medium
1,3,24,80,32.47,0,0,Medium
1,2,8,86,27.23,0,1,High
4,2,4,23,54.56,0,0,Low
4,2,18,43,47.6,0,0,Medium
2,1,8,67,10.94,0,1,Medium
1,3,24,117,39.66,0,1,High
1,1,17,35,60.05,0,0,Low
3,3,6,98,24.14,0,1,High
2,3,4,32,72.29,0,0,Low
4,3,7,50,44.27,0,0,Medium
1,2,19,30,66.46,0,0,Low
3,3,22,59,41.86,0,0,Medium
3,2,6,100,31.02,0,1,High
4,2,7,41,79.22,0,0,Medium
3,1,10,19,69.29,0,0,Low
1,2,6,104,20.24,0,1,High
1,3,25,76,10.94,0,1,Medium
3,3,12,104,37.16,0,1,High
1,1,2,19,67.65,0,0,Low
4,1,12,73,10.29,0,1,Medium
2,3,24,93,29.68,0,1,High
4,2,11,54,50.93,0,0,Medium
3,2,16,27,38.14,0,0,Low
2,1,1,36,64.92,0,0,Low
2,1,5,58,38.33,0,0,Medium
4,2,19,15,31.75,0,0,Low
3,1,5,49,52.63,0,0,Medium
2,3,23,32,56.12,0,0,Low
1,2,6,119,32.76,0,1,High
2,3,19,13,66.24,0,0,Low
3,2,8,67,23.92,0,0,Medium
4,2,19,44,52.68,0,0,Medium
3,2,2,12,47.74,0,0,Low
2,1,13,39,75.38,0,0,Low
2,1,20,100,21.35,0,1,High
3,3,15,40,70.91,0,0,Low
4,1,9,76,16.68,0,1,Medium
2,2,20,87,20.09,0,1,High
3,2,12,111,20.9,0,1,High
1,1,21,88,24.75,0,1,High
2,1,11,23,32.22,1,1,Low
1,1,5,58,57.09,0,0,Medium
1,3,9,64,11.68,0,1,Medium
2,1,5,10,49.77,0,0,Low
1,1,5,29,68.23,0,0,Low
2,1,6,75,37.61,0,0,Medium
2,2,2,56,55.84,0,0,Medium
1,3,1,27,42.63,0,0,Low
2,1,14,71,35.18,0,0,Medium
4,3,17,53,73.99,0,0,Medium
1,3,2,44,66.98,0,0,Medium
1,1,21,79,11.46,0,1,Medium
2,3,11,48,50.87,0,0,Medium
2,1,8,72,16.26,0,1,Medium
1,1,2,35,47.56,0,0,Low
2,2,7,40,51.31,0,0,Low
4,1,24,114,10.74,0,1,High
4,2,19,54,49.68,0,0,Medium
3,2,12,88,39.68,0,1,High
1,3,7,39,41.84,0,0,Low
3,1,13,32,48.84,0,0,Low
3,3,24,73,21.8,0,0,Medium
3,3,11,12,56.67,0,0,Low
3,2,15,19,36.12,0,0,Low
3,2,15,45,52.92,0,0,Medium
4,3,4,29,33.64,0,0,Low
1,2,22,48,56.09,0,0,Medium
3,2,20,112,18.24,0,1,High
3,1,17,23,73.66,0,0,Low
1,1,4,32,79.93,0,0,Low
1,3,3,52,30.76,0,0,Medium
1,3,22,36,34.89,0,0,Low
1,3,4,32,73.5,0,0,Low
1,1,7,49,40.8,0,0,Medium
1,1,24,106,24.48,0,1,High
2,3,2,26,34.56,0,0,Low
2,1,1,54,57.0,0,0,Medium
4,1,7,20,49.38,0,0,Low
3,3,17,12,78.45,0,0,Low
2,2,25,84,26.72,0,1,High
4,2,23,29,73.39,0,0,Low
3,3,8,78,16.36,0,1,Medium
1,1,10,45,65.65,0,0,Medium
1,2,24,103,21.03,1,1,High
1,1,4,41,31.3,0,0,Medium
1,2,3,53,58.67,0,0,Medium
4,1,22,22,71.01,0,0,Low
1,3,8,93,13.74,1,1,High
4,3,3,29,35.93,0,0,Low
4,1,6,113,19.09,0,1,High
4,2,1,46,71.01,0,0,Medium
3,2,4,31,51.11,0,0,Low
2,2,24,94,11.26,0,1,High
1,2,8,70,11.89,0,1,Medium
3,1,8,88,24.61,0,1,High
2,2,17,60,59.87,0,0,Medium
3,3,1,23,60.15,0,0,Low
1,2,7,48,55.19,0,0,Medium
2,1,23,39,30.3,0,0,Low
1,2,4,24,38.52,0,0,Low
1,3,22,48,61.66,0,0,Medium
2,3,21,98,34.48,0,1,High
3,2,19,19,67.74,0,0,Low
2,3,17,28,40.73,0,0,Low
1,2,9,74,16.82,0,1,Medium
2,2,13,29,66.65,0,0,Low
4,1,13,19,65.43,0,0,Low
2,2,23,44,33.41,0,0,Medium
2,3,20,89,19.86,0,1,High
2,2,17,55,65.54,0,0,Medium
1,1,14,88,14.75,0,1,High
2,1,22,38,31.9,0,0,Low
4,1,10,24,61.26,0,0,Low
1,1,10,44,32.79,0,0,Medium
2,2,12,85,34.65,0,1,High
3,2,8,108,13.31,0,1,High
1,3,19,30,52.19,0,0,Low
4,1,24,104,13.68,0,1,High
4,3,2,44,66.75,0,0,Medium
2,3,13,10,55.5,0,0,Low
4,3,3,30,31.52,1,1,Low
1,1,13,16,45.02,0,0,Low
1,2,12,77,12.88,0,1,Medium
4,2,8,106,24.6,0,1,High
2,2,17,56,73.48,0,0,Medium
4,3,18,47,50.44,0,0,Medium
1,3,18,11,57.11,0,0,Low
3,3,4,29,53.53,0,0,Low
2,1,9,66,29.69,0,0,Medium
2,1,5,38,79.64,0,0,Low
4,2,17,36,55.25,0,0,Low
1,2,10,35,76.99,0,0,Low
1,1,23,37,50.69,0,0,Low
4,1,24,100,32.64,0,1,High
3,1,24,120,26.15,0,1,High
1,3,10,15,71.52,0,0,Low
2,3,18,33,52.65,0,0,Low
4,1,18,23,60.41,0,0,Low
1,1,7,53,58.5,1,1,Medium
4,2,5,31,75.28,0,0,Low
1,3,16,50,73.38,0,0,Medium
3,3,19,31,45.96,0,0,Low
2,1,10,30,54.52,0,0,Low
4,3,1,42,62.58,0,0,Medium
4,1,13,34,73.12,0,0,Low
2,3,5,24,59.37,0,0,Low
3,3,13,27,49.9,0,0,Low
2,2,13,39,79.18,0,0,Low
1,1,20,95,12.26,0,1,High
1,3,9,107,19.66,0,1,High
4,3,7,57,70.42,0,0,Medium
2,3,10,17,42.4,0,0,Low
2,3,7,23,50.49,0,0,Low
2,1,17,30,72.05,0,0,Low
1,1,5,19,48.58,0,0,Low
2,3,9,101,16.63,0,1,High
4,2,8,100,37.78,0,1,High
2,2,18,52,54.56,0,0,Medium
2,1,15,16,75.17,0,0,Low
4,1,1,27,59.15,0,0,Low
4,2,19,41,52.08,0,0,Medium
1,2,15,13,32.73,0,0,Low
1,3,4,10,75.68,0,0,Low
3,3,25,84,35.8,0,1,High
2,1,18,43,61.17,0,0,Medium
2,3,20,116,16.07,0,1,High
3,2,1,22,79.1,0,0,Low
2,2,1,35,61.48,0,0,Low
3,2,21,109,13.37,0,1,High
4,2,13,19,54.15,0,0,Low
3,2,17,58,40.56,1,1,Medium
4,3,24,69,27.42,0,0,Medium
4,2,1,53,56.48,0,0,Medium
2,1,22,27,75.53,0,0,Low
1,3,16,33,52.13,0,0,Low
2,2,14,64,30.57,0,0,Medium
2,3,3,51,77.92,0,0,Medium
4,1,13,34,32.96,1,1,Low
1,2,24,66,29.2,1,1,Medium
4,2,21,101,23.62,0,1,High
2,1,9,68,26.37,0,0,Medium
4,2,25,65,27.67,0,0,Medium
4,1,22,52,70.69,0,0,Medium
4,2,20,79,38.16,0,0,Medium
1,1,7,17,32.37,0,0,Low
2,2,3,25,31.55,0,0,Low
2,3,2,52,79.36,0,0,Medium
3,2,17,47,56.77,0,0,Medium
3,3,1,16,73.38,0,0,Low
1,3,13,16,56.12,0,0,Low
1,2,5,53,69.02,0,0,Medium
3,1,2,55,48.45,0,0,Medium
4,1,25,66,10.22,0,1,Medium
3,1,15,49,65.26,0,0,Medium
4,1,22,18,60.03,0,0,Low
2,2,20,60,17.3,0,1,Medium
1,2,3,19,40.75,0,0,Low
1,1,7,16,41.83,0,0,Low
4,3,20,109,25.99,0,1,High
3,3,14,76,36.08,0,0,Medium
3,3,15,19,45.26,0,0,Low
1,3,1,37,54.18,0,0,Low
1,1,6,78,21.19,0,0,Medium
1,3,11,48,42.4,0,0,Medium
1,2,15,27,62.69,0,0,Low
3,3,17,22,37.02,1,1,Low
2,3,9,105,35.38,0,1,High
2,2,3,48,33.62,0,0,Medium
4,2,12,112,28.72,0,1,High
3,2,10,22,32.66,0,0,Low
4,3,1,33,79.3,0,0,Low
4,1,12,108,39.09,0,1,High
